#Position (bp)	insert size
2.1087777655E9	180.66246472248355
2.1165163995E9	179.08349628470864
2.1242550335E9	179.9053949903661
2.1319936675E9	178.1321897073663
2.1397323015E9	176.36508268787944
2.1474709355E9	176.12381930184804
2.1552095695E9	178.1753086419753
2.1629482035E9	175.96877673224978
2.1706868375E9	177.29050051072522
2.1784254715E9	179.97818465134398
2.1861641055E9	178.71243469174505
2.19176948E9	185.3298969072165
2.195638797E9	0.0
2.2016413735E9	0.0
2.2093800075E9	180.22003929273083
2.2171186415E9	180.3503355704698
2.2248572755E9	178.6212389380531
2.2325959095E9	177.07152736613318
2.2403345435E9	177.2610522104421
2.2480731775E9	7556.167585027551
2.2558118115E9	180.43286283025697
2.2635504455E9	181.3246729651163
2.2712890795E9	5546.945127719962
2.2790277135E9	177.5581914030819
2.2867663475E9	183.43274962742177
2.2945049815E9	184.50944546008532
2.299461777E9	186.97066911090744
2.30065011E9	180.11484593837534
2.300846699E9	179.5581395348837
2.30104802E9	181.2357482185273
2.3012506315E9	179.78612716763007
2.301366714E9	184.11320754716982
2.301405549E9	187.86666666666667
2.3015117315E9	179.81909547738692
2.301620006E9	181.66666666666666
2.303877404E9	0.0
2.3099822495E9	0.0
2.3177208835E9	178.22687007874015
2.3254595175E9	181.208142726441
2.3331981515E9	181.11590774689532
2.3409367855E9	180.75280471572543
2.3486754195E9	3173.4350736278448
2.3564140535E9	180.4884513441878
2.3641526875E9	182.00582487786545
2.3718913215E9	182.9712873169804
2.3796299555E9	182.77489742633347
2.3873685895E9	182.02256671899528
2.3951072235E9	181.53972232934825
2.4013048025E9	182.29458097038437
2.4038571885E9	178.95575221238937
2.4053982435E9	190.38061158100194
2.4105844915E9	184.490838762215
2.4183231255E9	11339.019433962265
2.4260617595E9	182.72404923755283
2.4338003935E9	184.08059342421814
2.4415390275E9	13455.394548394548
2.4492776615E9	186.33249223602485
2.4570162955E9	182.35286076938098
2.4647549295E9	179.22748526123195
2.4724935635E9	183.4864761904762
2.4802321975E9	181.44559890217604
2.4879708315E9	185.07440299980266
2.493129903E9	189.2772842639594
2.495356037E9	179.21725239616615
2.4979355995E9	185.6063725490196
2.5034480995E9	184.6783203125
2.5111867335E9	182.69903691813803
2.5189253675E9	179.11348684210526
2.5266640015E9	181.87487318227934
2.5344026355E9	183.85032283310505
2.5421412695E9	184.29222182211018
2.5498799035E9	180.73400154202005
2.5576185375E9	182.2286040319513
2.5653571715E9	181.05001938735944
2.5730958055E9	187.12123597716985
2.57825749E9	188.3299556681444
2.579642653E9	180.21100917431193
2.579875868E9	187.46994535519124
2.580072563E9	174.1152073732719
2.5824162975E9	180.57400820793433
2.5885730735E9	180.90442054958183
2.5963117075E9	179.66834373113304
2.6040503415E9	4632.40273556231
2.6117889755E9	177.76603015075378
2.6195276095E9	179.0900425877104
2.6272662435E9	181.82841823056302
2.6350048775E9	179.20795454545456
2.6427435115E9	178.8420011864742
2.6504821455E9	176.40650741350905
2.657426793E9	182.32764857881136
2.66129611E9	189.70337078651684
2.6659594135E9	10390.388107673765
2.6736980475E9	186.24701507144255
2.6814366815E9	183.4418
2.6891753155E9	182.72611359496605
2.6969139495E9	185.0753544377549
2.7046525835E9	185.41318977119784
2.7123912175E9	185.85456006428285
2.717690137E9	183.70332063146435
2.721559454E9	184.19313169502206
2.7278684855E9	179.4702817445002
2.7356071195E9	181.04470679311012
2.7433457535E9	181.7008967821347
2.7510843875E9	181.8294402820626
2.7588230215E9	183.6796006780938
2.7665616555E9	184.90489858400306
2.7743002895E9	182.3147815679234
2.7808667565E9	186.13122872175796
2.7847360735E9	0.0
2.7897775575E9	3263.2996474735605
2.7975161915E9	177.62703043683962
2.8052548255E9	176.82515212981744
2.8129934595E9	179.97750391236306
2.8207320935E9	181.9480825958702
2.82743765E9	186.25014594279043
2.831306967E9	0.0
2.8362093615E9	0.0
2.8439479955E9	179.49609307171383
2.8516866295E9	185.1262291792093
2.8594252635E9	184.1379038613081
2.8671638975E9	184.90278051666337
2.8749025315E9	187.15721596724669
2.879932103E9	187.70993914807303
2.8811677345E9	181.3135593220339
2.881263883E9	179.27173913043478
2.8813745405E9	189.42923076923077
2.8815469515E9	178.581589958159
2.881650882E9	172.19745222929936
2.8817632475E9	389.7134502923977
2.8819061265E9	168.27777777777777
2.882007733E9	185.33333333333334
2.882094413E9	181.55172413793105
2.88213969E9	196.54027226318775
2.8843292285E9	183.96886864085042
2.8903797995E9	180.51135005973717
2.8981184335E9	180.5016835016835
2.9058570675E9	178.71909667194927
2.9135957015E9	45781.55015923567
2.9213343355E9	179.27165354330708
2.9290729695E9	180.9694080254271
2.9368116035E9	179.56870532168386
2.9445502375E9	179.8916920400174
2.9522888715E9	180.2428460943542
2.9600275055E9	177.35778736759514
2.9677661395E9	180.03220409870346
2.9755047735E9	177.27470187393527
2.9832434075E9	178.87950852160128
2.9909820415E9	179.67147310989867
2.9987206755E9	179.53473344103392
3.0064593095E9	177.93770903010034
3.0141979435E9	180.18293620292084
3.0219365775E9	180.19434194341943
3.0296752115E9	179.6155427631579
3.035866699E9	182.76145552560646
3.039736016E9	184.60069444444446
3.0451524795E9	17966.290116497556
3.0528911135E9	23860.93614830072
3.0606297475E9	179.2428874734607
3.0683683815E9	178.6846846846847
3.0761070155E9	0.0
3.0838456495E9	0.0
3.0915656255E9	184.23785510169776
3.0954349045E9	193.33333333333334
